prelims_year,prelims_exam_stage,prelims_question_type,prelims_subject,prelims_sub_topic,prelims_keywords,prelims_difficulty_level,prelims_question_formate,prelims_current_affairs_linked,prelims_repeated_theme
2014,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Conceptual,Yes,Yes
2014,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Easy,Statement-based,Yes,Yes
2014,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Hard,Factual,Yes,No
2014,Prelims,Static,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,Yes,No
2014,Prelims,Current,Economy,Inflation,"growth, development, policy, indicators, reforms",Hard,Conceptual,Yes,Yes
2014,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Easy,Conceptual,Yes,Yes
2014,Prelims,Mixed,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Medium,Factual,No,Yes
2014,Prelims,Current,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Easy,Conceptual,Yes,No
2014,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Statement-based,Yes,No
2014,Prelims,Current,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Medium,Factual,No,No
2014,Prelims,Mixed,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Hard,Statement-based,No,No
2014,Prelims,Mixed,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Factual,No,Yes
2014,Prelims,Static,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Easy,Factual,Yes,Yes
2014,Prelims,Static,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Hard,Factual,No,Yes
2014,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Medium,Factual,Yes,Yes
2014,Prelims,Current,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Hard,Factual,No,Yes
2014,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Hard,Factual,Yes,No
2014,Prelims,Mixed,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Medium,Conceptual,Yes,Yes
2014,Prelims,Mixed,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Factual,No,No
2014,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Medium,Conceptual,No,Yes
2014,Prelims,Mixed,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Hard,Statement-based,Yes,Yes
2014,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Medium,Factual,No,No
2014,Prelims,Mixed,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Medium,Statement-based,Yes,Yes
2014,Prelims,Current,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Statement-based,Yes,No
2015,Prelims,Current,Economy,Budget,"growth, development, policy, indicators, reforms",Medium,Factual,No,Yes
2015,Prelims,Mixed,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Factual,No,Yes
2015,Prelims,Static,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Hard,Statement-based,No,Yes
2015,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Medium,Factual,No,Yes
2015,Prelims,Mixed,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Hard,Factual,No,Yes
2015,Prelims,Static,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Easy,Factual,Yes,No
2015,Prelims,Static,Science & Tech,IT,"innovation, research, applications, technology",Medium,Factual,No,Yes
2015,Prelims,Mixed,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Medium,Factual,No,Yes
2015,Prelims,Current,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Hard,Conceptual,Yes,No
2015,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Statement-based,No,No
2015,Prelims,Static,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Medium,Factual,No,Yes
2015,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Factual,Yes,Yes
2015,Prelims,Static,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Conceptual,Yes,No
2015,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Conceptual,Yes,Yes
2015,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Easy,Statement-based,No,Yes
2015,Prelims,Current,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Factual,No,No
2015,Prelims,Mixed,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,No,Yes
2015,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Factual,Yes,No
2015,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Conceptual,Yes,No
2015,Prelims,Current,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Medium,Statement-based,No,Yes
2015,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Medium,Statement-based,Yes,No
2015,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Statement-based,No,Yes
2015,Prelims,Static,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Hard,Factual,No,No
2015,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Hard,Conceptual,No,No
2015,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Factual,Yes,Yes
2015,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Factual,No,No
2015,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Statement-based,No,Yes
2015,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Statement-based,No,No
2015,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Statement-based,Yes,Yes
2015,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Easy,Statement-based,Yes,Yes
2015,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Easy,Statement-based,Yes,No
2015,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Easy,Factual,No,No
2015,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Conceptual,Yes,Yes
2015,Prelims,Static,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Medium,Statement-based,Yes,Yes
2015,Prelims,Current,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Conceptual,Yes,Yes
2015,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Factual,No,Yes
2015,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Easy,Factual,Yes,No
2015,Prelims,Mixed,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Statement-based,No,No
2015,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Conceptual,Yes,No
2015,Prelims,Current,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Statement-based,No,Yes
2015,Prelims,Mixed,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Easy,Statement-based,Yes,Yes
2015,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Conceptual,Yes,No
2015,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Hard,Conceptual,No,No
2015,Prelims,Current,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Conceptual,No,Yes
2015,Prelims,Mixed,History,Art & Culture,"culture, chronology, movements, administration, society",Medium,Statement-based,Yes,No
2015,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Conceptual,Yes,Yes
2015,Prelims,Static,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Medium,Statement-based,Yes,Yes
2015,Prelims,Static,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Conceptual,Yes,Yes
2015,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Medium,Statement-based,No,Yes
2015,Prelims,Mixed,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Conceptual,Yes,Yes
2015,Prelims,Static,Economy,Budget,"growth, development, policy, indicators, reforms",Hard,Conceptual,No,Yes
2015,Prelims,Current,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Hard,Factual,Yes,No
2015,Prelims,Static,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Easy,Statement-based,No,No
2015,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Conceptual,No,No
2015,Prelims,Mixed,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Medium,Factual,Yes,No
2015,Prelims,Current,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Hard,Factual,No,No
2015,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Medium,Statement-based,No,No
2015,Prelims,Static,History,Art & Culture,"culture, chronology, movements, administration, society",Medium,Statement-based,Yes,No
2015,Prelims,Current,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Easy,Statement-based,Yes,No
2015,Prelims,Static,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,No,Yes
2015,Prelims,Current,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Easy,Statement-based,No,No
2015,Prelims,Static,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Hard,Factual,No,No
2015,Prelims,Mixed,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Hard,Statement-based,Yes,No
2015,Prelims,Static,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Easy,Conceptual,Yes,No
2015,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Factual,No,No
2015,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Factual,Yes,No
2015,Prelims,Mixed,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Conceptual,Yes,Yes
2015,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Factual,No,Yes
2015,Prelims,Mixed,History,Art & Culture,"culture, chronology, movements, administration, society",Easy,Statement-based,Yes,No
2015,Prelims,Mixed,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Hard,Factual,Yes,No
2015,Prelims,Mixed,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Factual,No,No
2015,Prelims,Mixed,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Easy,Factual,No,No
2015,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Medium,Statement-based,No,Yes
2015,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Statement-based,No,Yes
2015,Prelims,Current,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Easy,Factual,No,Yes
2015,Prelims,Static,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Easy,Conceptual,Yes,No
2015,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Conceptual,No,Yes
2015,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Medium,Statement-based,No,Yes
2015,Prelims,Mixed,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Medium,Factual,Yes,Yes
2015,Prelims,Static,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Hard,Conceptual,No,No
2015,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Medium,Statement-based,No,Yes
2015,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Easy,Conceptual,No,Yes
2015,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Easy,Statement-based,Yes,No
2015,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Easy,Conceptual,Yes,Yes
2015,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Statement-based,Yes,No
2015,Prelims,Mixed,Economy,Inflation,"growth, development, policy, indicators, reforms",Medium,Factual,Yes,Yes
2015,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Medium,Conceptual,No,No
2015,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Medium,Statement-based,No,Yes
2015,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Medium,Statement-based,No,No
2015,Prelims,Current,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Statement-based,No,No
2015,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Medium,Conceptual,Yes,No
2015,Prelims,Current,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Statement-based,Yes,No
2015,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Statement-based,No,Yes
2015,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Hard,Conceptual,Yes,No
2015,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Conceptual,Yes,Yes
2015,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Conceptual,Yes,No
2015,Prelims,Static,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Hard,Statement-based,Yes,No
2015,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Hard,Factual,Yes,No
2015,Prelims,Static,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Hard,Statement-based,No,Yes
2015,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Statement-based,No,No
2016,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Factual,Yes,Yes
2016,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Statement-based,Yes,Yes
2016,Prelims,Static,History,Art & Culture,"culture, chronology, movements, administration, society",Medium,Conceptual,Yes,Yes
2016,Prelims,Mixed,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Hard,Statement-based,No,Yes
2016,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Factual,No,Yes
2016,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Hard,Conceptual,No,Yes
2016,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Conceptual,No,No
2016,Prelims,Mixed,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Statement-based,No,No
2016,Prelims,Current,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Easy,Factual,No,No
2016,Prelims,Mixed,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Hard,Factual,No,No
2016,Prelims,Static,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Statement-based,Yes,No
2016,Prelims,Current,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Easy,Statement-based,Yes,No
2016,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Conceptual,Yes,Yes
2016,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Medium,Factual,Yes,Yes
2016,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Hard,Factual,Yes,Yes
2016,Prelims,Current,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,No,No
2016,Prelims,Mixed,Economy,Budget,"growth, development, policy, indicators, reforms",Medium,Conceptual,No,No
2016,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Conceptual,No,Yes
2016,Prelims,Mixed,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Medium,Conceptual,Yes,No
2016,Prelims,Static,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Factual,Yes,No
2016,Prelims,Mixed,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Hard,Statement-based,Yes,No
2016,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Hard,Statement-based,Yes,Yes
2016,Prelims,Static,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Easy,Factual,No,Yes
2016,Prelims,Current,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Statement-based,Yes,No
2016,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Conceptual,No,No
2016,Prelims,Mixed,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Conceptual,Yes,No
2016,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Factual,No,No
2016,Prelims,Current,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Factual,No,No
2016,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Statement-based,Yes,No
2016,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Statement-based,No,No
2016,Prelims,Mixed,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Factual,Yes,No
2016,Prelims,Mixed,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Hard,Statement-based,No,No
2016,Prelims,Static,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Hard,Factual,No,Yes
2016,Prelims,Current,Economy,Budget,"growth, development, policy, indicators, reforms",Hard,Statement-based,Yes,Yes
2016,Prelims,Mixed,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Hard,Conceptual,Yes,Yes
2016,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Hard,Factual,Yes,No
2016,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Hard,Statement-based,Yes,No
2016,Prelims,Current,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Easy,Statement-based,No,No
2016,Prelims,Current,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Medium,Conceptual,No,No
2016,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Statement-based,No,No
2016,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Conceptual,No,Yes
2016,Prelims,Mixed,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Medium,Factual,Yes,Yes
2016,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Easy,Conceptual,Yes,No
2016,Prelims,Current,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Hard,Statement-based,Yes,Yes
2016,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Conceptual,No,No
2016,Prelims,Current,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,Yes,Yes
2016,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Conceptual,No,No
2016,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Factual,No,No
2016,Prelims,Mixed,Economy,Inflation,"growth, development, policy, indicators, reforms",Medium,Factual,No,No
2016,Prelims,Current,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Easy,Factual,No,Yes
2016,Prelims,Current,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Factual,No,Yes
2016,Prelims,Current,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Medium,Statement-based,No,No
2016,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Medium,Factual,Yes,No
2016,Prelims,Static,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Conceptual,No,Yes
2016,Prelims,Static,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Medium,Statement-based,Yes,Yes
2016,Prelims,Static,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Statement-based,No,Yes
2016,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Conceptual,Yes,Yes
2016,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Conceptual,No,Yes
2016,Prelims,Mixed,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Easy,Conceptual,Yes,No
2016,Prelims,Current,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Hard,Factual,Yes,No
2016,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Easy,Factual,No,No
2016,Prelims,Mixed,History,Art & Culture,"culture, chronology, movements, administration, society",Medium,Conceptual,Yes,No
2016,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Conceptual,No,No
2016,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Conceptual,Yes,No
2016,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Hard,Conceptual,No,No
2016,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Easy,Statement-based,No,No
2016,Prelims,Current,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Medium,Statement-based,No,No
2016,Prelims,Static,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Conceptual,No,Yes
2016,Prelims,Current,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Hard,Statement-based,No,Yes
2016,Prelims,Mixed,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Statement-based,Yes,Yes
2016,Prelims,Mixed,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Easy,Factual,No,No
2016,Prelims,Current,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Medium,Factual,Yes,Yes
2016,Prelims,Current,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Conceptual,Yes,Yes
2016,Prelims,Current,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,No,No
2016,Prelims,Mixed,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Conceptual,Yes,No
2016,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Hard,Conceptual,No,No
2016,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Conceptual,Yes,Yes
2016,Prelims,Static,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Hard,Conceptual,No,Yes
2016,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,No,No
2016,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Statement-based,Yes,No
2016,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Hard,Factual,No,No
2016,Prelims,Static,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,Yes,Yes
2016,Prelims,Current,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Factual,No,Yes
2016,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Factual,No,No
2016,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Hard,Conceptual,Yes,No
2016,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Conceptual,Yes,Yes
2016,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Factual,Yes,Yes
2016,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Easy,Conceptual,Yes,Yes
2016,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Hard,Conceptual,Yes,Yes
2016,Prelims,Current,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Hard,Statement-based,No,No
2016,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Easy,Conceptual,No,Yes
2016,Prelims,Mixed,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Hard,Statement-based,Yes,No
2016,Prelims,Static,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Hard,Statement-based,No,Yes
2016,Prelims,Mixed,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Hard,Conceptual,No,Yes
2016,Prelims,Current,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Easy,Statement-based,Yes,Yes
2016,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Easy,Factual,No,Yes
2016,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Statement-based,Yes,No
2016,Prelims,Mixed,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Easy,Factual,No,Yes
2016,Prelims,Static,Economy,Budget,"growth, development, policy, indicators, reforms",Easy,Statement-based,No,Yes
2016,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Hard,Conceptual,Yes,Yes
2017,Prelims,Mixed,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Easy,Statement-based,Yes,Yes
2017,Prelims,Static,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Easy,Factual,No,Yes
